NEWID,Income Class,Education,Division,Family Type,Area Type,QINTRVMO,QINTRVYR,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,NUM_AUTO,NUM_TVAN,OCCUCOD1,OCCUCOD2,MARITAL1,REGION,POPSIZE,CUTENURE,VEHQ,VEHQL,FINCBTXM,INC_RANK,FAM_SIZE,CHILDAGE,PERSLT18,PERSOT64,AS_COMP1,AS_COMP2,AS_COMP3,AS_COMP4,AS_COMP5,FOODCQ,FDAWAYCQ,ALCBEVCQ,RENDWECQ,ALLFULCQ,BBYDAYCQ,TEXTILCQ,FURNTRCQ,APPARCQ,MENBOYCQ,MENSIXCQ,BOYFIFCQ,GRLFIFCQ,CHLDRNCQ,FOOTWRCQ,OTHAPLCQ,TRANSCQ,CARTKNCQ,CARTKUCQ,GASMOCQ,PUBTRACQ,ENTERTCQ,PETTOYCQ,PERSCACQ,READCQ,TOTEXPCQ
4384993,4,16,2,3,1,July,2020,38,35,1,2,4,4,0,1,7,4,1,1,1,4,1,0,68152.8,0.5867534,5,2,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384994,4,16,2,3,1,October,2020,38,35,1,2,4,4,0,1,7,13,1,1,1,4,1,0,59600,0.5884777,5,2,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385191,4,16,6,9,1,April,2020,52,,2,,2,,2,0,2,,3,3,2,1,2,0,77551,0.6603246,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385192,4,16,6,9,1,July,2020,52,,2,,2,,2,0,2,,3,3,2,1,2,0,92502.8,0.5931247,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385193,4,16,6,9,1,October,2020,53,,2,,2,,2,0,2,,3,3,2,1,2,0,108766.6,0.5834818,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385194,6,16,6,9,1,January,2021,53,,2,,2,,2,0,2,,3,3,2,1,2,0,217132.2,0.939016,3,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385313,6,16,8,3,1,April,2020,36,35,1,2,1,1,2,1,3,3,1,4,2,1,3,0,372282.1,0.9919213,4,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385314,6,16,8,3,1,July,2020,36,35,1,2,1,1,1,1,3,3,1,4,2,1,3,0,372082.1,0.9929688,4,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385342,3,16,3,1,1,July,2020,65,65,1,2,1,1,0,0,,,1,2,2,2,0,3,38465,0.4387343,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385343,3,16,3,1,1,October,2020,65,65,1,2,1,1,0,0,,,1,2,2,2,0,3,38465,0.4505548,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385391,3,16,1,1,1,April,2020,76,64,1,2,1,6,1,2,,,1,1,3,2,3,0,29335,0.3410133,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385392,3,16,1,1,1,July,2020,76,64,1,2,1,6,1,2,,,1,1,3,2,3,0,29335,0.3506833,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385393,3,16,1,1,1,October,2020,77,64,1,2,1,6,1,2,,,1,1,3,2,3,0,29335,0.3629689,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385394,3,16,1,1,1,January,2021,77,64,1,2,1,6,1,2,,,1,1,3,2,3,0,26982,0.3400297,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385521,7,16,9,1,1,April,2020,31,32,1,2,4,4,0,1,,,1,4,2,4,1,0,80695.8,0.0145845,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385531,6,16,2,8,1,April,2020,72,,1,,2,,1,1,3,,1,1,1,2,2,0,286217.1,0.9841291,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385532,6,16,2,8,1,July,2020,73,,1,,2,,1,1,3,,1,1,1,2,2,0,286217.1,0.9850231,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385881,3,16,3,8,1,April,2020,48,,2,,2,,1,0,1,,3,2,1,2,1,0,42096.8,0.452084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385882,3,16,3,8,1,July,2020,49,,2,,2,,1,0,1,,3,2,1,2,1,0,42271.8,0.4686877,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385883,3,16,3,8,1,October,2020,49,,2,,2,,1,0,1,,3,2,1,2,1,0,42207.8,0.4785589,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385884,3,16,3,8,1,January,2021,49,,2,,2,,1,0,4,,3,2,1,2,1,0,42000,0.4600984,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386081,5,16,3,9,1,April,2020,26,,2,,1,,1,1,3,,5,2,2,1,2,0,96000,0.7358207,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386241,5,16,1,8,1,April,2020,33,,2,,1,,0,0,3,,5,1,2,4,0,0,87000,0.6988211,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386242,5,16,1,8,1,July,2020,33,,2,,1,,0,0,3,,5,1,2,4,0,0,87000,0.7158888,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386243,5,16,1,8,1,October,2020,33,,2,,1,,0,0,3,,5,1,2,4,0,0,87000,0.7188767,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386244,4,16,1,8,1,January,2021,34,,2,,1,,0,0,3,,5,1,2,4,0,0,68538,0.6229777,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386342,6,16,5,2,1,July,2020,35,35,2,1,1,1,1,0,3,6,1,3,3,2,1,0,213063.6,0.8972486,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386343,6,16,5,2,1,October,2020,36,36,2,1,1,1,1,0,3,6,1,3,3,2,1,0,193764.8,0.9048331,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386511,5,16,9,3,1,April,2020,44,47,2,1,1,1,0,1,10,10,1,4,2,1,1,1,100000,0.749944,4,4,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386512,5,16,9,3,1,July,2020,44,47,2,1,1,1,0,1,10,10,1,4,2,1,1,1,100000,0.758172,4,4,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386513,5,16,9,3,1,October,2020,44,47,2,1,1,1,0,1,10,10,1,4,2,1,1,1,100000,0.7641197,4,4,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386514,6,16,9,3,1,January,2021,45,47,2,1,1,1,0,1,10,10,1,4,2,1,1,1,217000,0.9424723,4,4,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386581,3,16,,1,2,April,2020,68,70,2,1,1,1,1,0,,2,1,1,5,2,1,1,43535,0.4648858,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386582,3,16,,1,2,July,2020,68,70,2,1,1,1,2,0,,2,1,1,5,2,5,1,43535,0.4840457,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386583,3,16,,1,2,October,2020,68,70,2,1,1,1,2,0,,2,1,1,5,2,5,0,43535,0.491647,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386584,5,16,,1,2,January,2021,69,70,2,1,1,1,2,0,,2,1,1,5,2,4,0,96573,0.7414073,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386601,6,16,2,9,1,April,2020,48,,1,,1,,0,2,3,,3,1,2,1,2,0,210000,0.9457473,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386602,6,16,2,9,1,July,2020,48,,1,,1,,0,2,3,,3,1,2,1,2,0,210000,0.9450031,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386603,6,16,2,9,1,October,2020,48,,1,,1,,0,2,3,,3,1,2,1,2,0,210000,0.9438333,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386604,6,16,2,9,1,January,2021,48,,1,,1,,0,2,10,,3,1,2,1,2,0,202000,0.9329144,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386621,5,16,5,9,1,April,2020,70,,1,,2,,0,3,5,,4,3,1,4,3,0,129337.8,0.707891,3,7,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386792,5,16,2,8,1,July,2020,54,,2,,1,,0,0,1,,5,1,1,1,0,0,128193.6,0.8284533,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386821,4,16,9,8,1,April,2020,46,,2,,4,,0,1,3,,3,4,1,4,1,0,71000,0.6254991,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386822,4,16,9,8,1,July,2020,46,,2,,4,,0,1,3,,3,4,1,4,1,0,71000,0.6423641,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386892,5,16,2,4,1,July,2020,60,54,2,1,1,1,1,2,,3,1,1,4,1,4,0,155926.6,0.8071893,3,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386893,5,16,2,4,1,October,2020,60,54,2,1,1,1,1,2,,3,1,1,4,1,4,0,150187.4,0.817276,3,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386894,5,16,2,1,1,January,2021,60,54,2,1,1,1,0,2,,3,1,1,4,1,3,0,120212.8,0.819814,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386911,4,16,5,8,1,April,2020,56,,2,,1,,1,0,2,,3,3,2,4,2,0,65000,0.5959056,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386912,4,16,5,8,1,July,2020,56,,2,,1,,1,0,2,,3,3,2,4,2,0,65000,0.6169501,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386963,6,16,3,3,1,October,2020,35,39,2,1,1,1,1,2,3,12,1,2,2,1,4,0,185984.4,0.9256482,5,4,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386964,6,16,3,3,1,January,2021,36,39,2,1,1,1,1,2,3,12,1,2,2,1,4,0,189000,0.9254912,5,4,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387014,5,16,4,8,1,April,2020,37,,2,,1,,1,0,3,,5,2,2,1,1,1,122000,0.8192464,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387051,5,16,,3,1,April,2020,38,43,2,1,1,1,2,3,3,4,1,,5,1,5,0,98000,0.740461,7,4,5,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387052,5,16,,4,1,July,2020,38,44,2,1,1,1,2,4,3,4,1,,5,1,6,0,95700,0.7434031,7,6,4,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387053,5,16,,4,1,October,2020,38,44,2,1,1,1,1,3,3,4,1,,5,1,4,0,95700,0.752166,7,6,4,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387054,6,16,,4,1,January,2021,38,44,2,1,1,1,2,3,3,11,1,,5,1,5,0,146862.6,0.86649,7,6,4,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387352,5,16,5,8,1,July,2020,38,,1,,1,,0,1,3,,5,3,2,4,1,0,90000,0.7229999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387353,5,16,5,8,1,October,2020,39,,1,,1,,0,1,3,,5,3,2,4,1,1,90000,0.7312999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387354,5,16,5,8,1,January,2021,39,,1,,1,,0,1,3,,5,3,2,4,1,1,90000,0.72297,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387401,4,16,9,8,1,April,2020,65,,2,,1,,1,1,,,3,4,4,2,3,0,48732,0.500865,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387402,4,16,9,8,1,July,2020,65,,2,,1,,0,1,,,3,4,4,2,3,0,48732,0.5164999,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387403,4,16,9,8,1,October,2020,66,,2,,1,,0,1,,,3,4,4,2,3,0,48732,0.5257608,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387404,4,16,9,8,1,January,2021,66,,2,,1,,0,1,11,,3,4,4,2,3,0,132884.2,0.6377359,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387582,5,16,3,3,1,April,2020,41,42,2,1,1,1,1,1,,1,1,2,1,1,2,0,82000,0.6784959,5,4,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387583,4,16,3,3,1,July,2020,41,42,2,1,1,1,1,1,,1,1,2,1,1,2,0,67200,0.6263225,5,4,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387584,4,16,3,3,1,October,2020,41,42,2,1,1,1,1,1,,10,1,2,1,1,2,0,70000,0.6398266,5,4,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387824,7,16,8,1,1,January,2021,79,80,1,2,1,1,0,1,,,1,4,2,2,2,0,40485.6,0.021185,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387952,6,16,8,8,1,July,2020,56,,1,,1,,0,1,1,,3,4,2,1,1,0,254882.1,0.9780711,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388561,7,16,3,8,1,April,2020,57,,2,,1,,0,1,2,,3,2,1,5,1,0,56806.2,0.0377241,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388694,6,16,9,5,1,April,2020,46,45,2,1,1,2,0,1,3,3,1,4,1,1,1,0,502226.8,0.9811706,6,4,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388702,2,16,2,7,1,July,2020,51,,2,,1,,0,1,,,3,1,2,4,1,0,23568,0.2952068,3,4,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388703,2,16,2,7,1,October,2020,51,,2,,1,,0,1,,,3,1,2,4,1,0,23568,0.3100395,3,4,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388704,2,16,2,7,1,January,2021,51,,2,,1,,0,1,,,3,1,2,4,1,0,18700,0.2575429,3,4,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388761,7,16,3,8,1,April,2020,55,,1,,2,,0,0,1,,3,2,2,2,0,1,105935.8,0.0197966,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388762,7,16,3,8,1,July,2020,55,,1,,2,,0,0,1,,3,2,2,2,0,1,91006.6,0.0289426,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388763,7,16,3,8,1,October,2020,55,,1,,2,,0,0,1,,3,2,2,2,0,1,111532.4,0.0284973,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388764,4,16,3,8,1,January,2021,55,,1,,2,,0,0,3,,3,2,2,2,0,1,59806,0.5758723,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388791,4,16,2,1,1,April,2020,67,66,1,2,1,1,0,2,,,1,1,2,2,2,0,66737,0.6037588,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388792,4,16,2,1,1,July,2020,67,67,1,2,1,1,0,2,,,1,1,2,2,2,0,66737,0.6250505,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388793,4,16,2,1,1,October,2020,68,67,1,2,1,1,0,2,,,1,1,2,2,2,0,66737,0.6268211,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388794,4,16,2,1,1,January,2021,68,67,1,2,1,1,0,2,,,1,1,2,2,2,0,64558,0.6021489,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388851,5,16,2,8,1,April,2020,52,,2,,2,,0,1,3,,5,1,1,4,2,0,103000,0.7652204,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388852,5,16,2,8,1,July,2020,53,,2,,2,,0,1,3,,5,1,1,4,2,0,103000,0.7724582,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388853,5,16,2,9,1,October,2020,53,,2,,2,,0,1,3,,5,1,1,4,2,0,103000,0.7835376,5,0,4,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388854,5,16,2,9,1,January,2021,53,,2,,2,,0,1,3,,5,1,1,4,2,0,110000,0.7921601,5,0,4,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388991,2,16,,8,1,April,2020,66,,2,,1,,0,2,,,2,,5,2,2,0,26007,0.315399,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388992,2,16,,8,1,July,2020,66,,2,,1,,0,2,,,2,,5,2,2,0,26007,0.3238923,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388993,3,16,,8,1,October,2020,66,,2,,1,,0,2,,,2,,5,2,2,0,26007,0.3358229,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388994,5,16,,8,1,January,2021,66,,2,,1,,0,2,,,2,,5,2,2,0,86130,0.7079122,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389003,6,16,9,1,1,April,2020,53,54,2,1,1,1,1,0,1,2,1,4,4,4,1,1,165720,0.9024099,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389004,6,16,9,1,1,July,2020,53,54,2,1,1,1,1,0,1,2,1,4,4,4,1,1,199700,0.9353738,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389032,5,16,5,7,1,July,2020,47,,2,,1,,0,2,2,,3,3,3,2,2,0,75500,0.6686388,3,5,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389033,5,16,5,7,1,October,2020,47,,2,,1,,0,3,2,,3,3,3,2,3,0,75500,0.6727173,3,5,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389034,5,16,5,7,1,January,2021,47,,2,,1,,0,3,2,,3,3,3,2,3,0,99214.9,0.7931276,3,5,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389132,1,16,9,8,1,April,2020,79,,2,,1,,1,0,,,2,4,1,2,1,0,5335,0.1400307,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389151,4,16,1,8,1,April,2020,71,,2,,1,,0,1,,,2,1,2,1,1,0,77400,0.6608157,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389152,5,16,1,8,1,July,2020,72,,2,,1,,0,1,,,2,1,2,1,1,0,77400,0.674788,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389153,5,16,1,8,1,October,2020,72,,2,,1,,0,1,,,2,1,2,1,1,0,77400,0.6807638,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389154,3,16,1,8,1,January,2021,72,,2,,1,,0,1,,,2,1,2,1,1,0,30889,0.3694859,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389181,1,16,2,8,1,April,2020,87,,2,,2,,0,0,,,2,1,1,2,0,0,314.6,0.0886314,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389182,1,16,2,8,1,July,2020,87,,2,,2,,0,0,,,2,1,1,2,0,0,263.4,0.0917114,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389183,1,16,2,8,1,October,2020,87,,2,,2,,0,0,,,2,1,1,2,0,0,421.4,0.1071611,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389184,7,16,2,8,1,January,2021,87,,2,,2,,0,0,,,2,1,1,2,0,0,11111.4,0.0261279,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389243,5,16,3,3,1,April,2020,49,50,1,2,2,2,2,0,3,10,1,2,2,4,2,1,113000,0.7953857,4,4,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389244,5,16,3,3,1,July,2020,49,50,1,2,2,2,2,0,3,10,1,2,2,4,2,1,111100,0.7950268,4,4,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389441,7,16,5,8,1,April,2020,70,,2,,1,,0,2,,,2,3,4,2,2,0,17162.2,0.1021144,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
